Subject,Channel,Alpha Power,Beta Power,Theta Power,Delta Power
sub-055,O1,2.1221877348017466e-11,1.85881687039369e-12,1.0020205025802573e-11,8.409730840129315e-11
sub-055,O2,2.0847347090614005e-11,1.8256197559066656e-12,9.97728254979467e-12,8.40822987488859e-11
sub-055,F7,4.226142358160987e-12,1.5074824257540803e-12,1.0299362949594707e-11,8.839341846352854e-11
sub-055,F8,4.6075851190876565e-12,1.4880791995648467e-12,1.036450072222386e-11,8.736688548896083e-11
sub-055,T3,4.4428133053550316e-12,1.5920495933653825e-12,1.0113950975597568e-11,8.498087240977068e-11
sub-055,T4,4.594511523244097e-12,1.5181103574530499e-12,1.010422806548956e-11,8.462449939058212e-11
sub-055,T5,1.1303317228542831e-11,2.1427890990661683e-12,1.0125460964065738e-11,8.446379446048419e-11
sub-055,T6,8.947332074572752e-12,2.089509531896334e-12,9.972014283168098e-12,8.464613034094627e-11
sub-055,Fz,3.172904960053683e-12,1.254122291995779e-12,9.794689986989904e-12,8.51155982984626e-11
sub-055,Cz,2.6122134591270137e-12,1.0006171138852611e-12,9.223998640061618e-12,8.387167845607611e-11
sub-055,Pz,6.115389976906736e-12,9.930897077595158e-13,9.341367432785264e-12,8.451644988897638e-11
sub-056,Fp1,2.7468763756118296e-10,8.08320223427839e-11,7.311477312770237e-10,1.5753749058494263e-09
sub-056,Fp2,2.7624575441180227e-10,8.08469405828731e-11,7.307338597884758e-10,1.5781386990758336e-09
sub-056,F3,2.696854536958713e-10,8.066560284318476e-11,7.297964843273599e-10,1.5641967233773637e-09
sub-056,F4,2.72032379007532e-10,8.064911091709055e-11,7.287759399552222e-10,1.5604404222333608e-09
sub-056,C3,2.6593433663022203e-10,8.048588323235283e-11,7.284980871024934e-10,1.5654041424778266e-09
sub-056,C4,2.676864025387892e-10,8.044839599810611e-11,7.288409892309876e-10,1.5587063219982072e-09
sub-056,P3,2.7542050877739605e-10,8.047433666873398e-11,7.281966068357436e-10,1.5647981542308893e-09
sub-056,P4,2.7492661188445257e-10,8.042155925212026e-11,7.293007955086293e-10,1.5605478553664863e-09
sub-056,O1,2.8176019534101917e-10,8.053092942963477e-11,7.297472565685245e-10,1.5654488202874475e-09
sub-056,O2,2.8287783215216065e-10,8.055950986574886e-11,7.302021710111726e-10,1.5632052898328546e-09
sub-056,F7,2.7181843217205214e-10,8.083394223532021e-11,7.298738741648477e-10,1.5672132210151488e-09
sub-056,F8,2.757799176314719e-10,8.086435462532882e-11,7.284580833956189e-10,1.563307735840152e-09
sub-056,T3,2.7201543747565385e-10,8.078182264571658e-11,7.29104126652706e-10,1.5676747828528634e-09
sub-056,T4,2.7343966802479513e-10,8.068910754708696e-11,7.292165832430538e-10,1.5606482058571065e-09
sub-056,T5,2.854920124854645e-10,8.067951042542706e-11,7.299826693862011e-10,1.5673350490425558e-09
sub-056,T6,2.8574245495620494e-10,8.071775755598718e-11,7.308383217098848e-10,1.562230083433858e-09
sub-056,Fz,2.713994319699044e-10,8.057363034750138e-11,7.294937027153203e-10,1.5617101700424152e-09
sub-056,Cz,2.6720472512668424e-10,8.036976533393293e-11,7.290285497107588e-10,1.5603440427290682e-09
sub-056,Pz,2.72549931730875e-10,8.02980286496505e-11,7.281974927312559e-10,1.5613627161289105e-09
sub-057,Fp1,4.484695789158979e-12,1.0133046029567956e-12,1.0678464932029999e-11,1.0141937991463706e-10
sub-057,Fp2,4.2975906896488105e-12,9.92219614843661e-13,1.039246329570291e-11,1.0171524954919857e-10
sub-057,F3,3.4537049540306223e-12,8.04072399199283e-13,8.99119861847575e-12,8.777484682304009e-11
sub-057,F4,3.421879543149907e-12,7.51918766973074e-13,9.103222942776593e-12,8.940332586338596e-11
sub-057,C3,2.5942762253592213e-12,5.890766967014649e-13,8.236860001880481e-12,8.46842970942987e-11
sub-057,C4,2.5268202041029972e-12,5.816901835541439e-13,8.351308761213593e-12,8.573902809638913e-11
sub-057,P3,5.250382177114629e-12,8.305090593226454e-13,8.762252575805082e-12,8.557068340191684e-11
sub-057,P4,5.710883563535574e-12,6.931666548312661e-13,8.748652280827165e-12,8.614631138830584e-11
sub-057,O1,1.6593643595488603e-11,1.2047340938683197e-12,1.0925480763498794e-11,8.889034583611712e-11
sub-057,O2,2.1841151492109458e-11,1.2215551321788064e-12,1.1947577233867267e-11,8.883830510180538e-11
sub-057,F7,5.088354543468604e-12,1.0068673357231145e-12,1.044797182177545e-11,9.219289989645546e-11
sub-057,F8,5.572354835987093e-12,1.036958699293118e-12,1.1080432796805575e-11,1.0185066941546026e-10
sub-057,T3,4.5672623934927234e-12,1.0725045433713534e-12,9.624667548089377e-12,8.757612336660849e-11
sub-057,T4,4.767398500267462e-12,1.0127362824509336e-12,9.77993523826444e-12,8.992417184975053e-11
sub-057,T5,5.855198794965755e-12,1.0546458942659216e-12,9.476901573855064e-12,8.718550163443546e-11
sub-057,T6,6.0441996099136144e-12,8.855773642936014e-13,9.529869753622034e-12,8.776081033525185e-11
sub-057,Fz,3.079931900884153e-12,6.559222182603545e-13,9.114402383216672e-12,8.66280960635144e-11
sub-057,Cz,2.4592945758686094e-12,5.76475651904596e-13,8.49068757249111e-12,8.50689656392128e-11
sub-057,Pz,6.2372988525616974e-12,6.906626844148486e-13,8.834409425136487e-12,8.547426616273302e-11
sub-058,Fp1,6.815083256020757e-12,1.8380360662257982e-12,9.407712644221193e-12,9.23939966875801e-11
sub-058,Fp2,6.374527791773346e-12,2.0070942957971597e-12,9.566432195712284e-12,9.390653789239414e-11
sub-058,F3,5.281863534822528e-12,1.2963899244585536e-12,8.848890940626153e-12,8.655628587762006e-11
sub-058,F4,4.718798299695167e-12,1.538353211991838e-12,8.832374635861315e-12,8.718388576010163e-11
sub-058,C3,3.2926574188494105e-12,7.284777326788387e-13,8.43988017373319e-12,8.575822171897436e-11
sub-058,C4,3.2883868539880636e-12,7.418554713231773e-13,8.507559509566979e-12,8.605934542809765e-11
sub-058,P3,5.3122363508525985e-12,9.650745940766369e-13,8.769173939953273e-12,8.715904371010156e-11
sub-058,P4,6.752817321318253e-12,9.378193571811725e-13,9.19730330074797e-12,8.880709797527961e-11
sub-058,O1,1.2053151134341894e-11,1.5783865364255188e-12,9.271901575808095e-12,8.758503984486392e-11
sub-058,O2,1.0195555110050014e-11,1.5304638178746936e-12,9.494963217896536e-12,8.779413403830337e-11
sub-058,F7,5.9795104071687625e-12,1.4784289564957999e-12,9.616483816175705e-12,8.94679573918697e-11
sub-058,F8,5.411112591030445e-12,1.5127126513020231e-12,9.668439023330822e-12,9.181771951424091e-11
sub-058,T3,6.125346025827827e-12,1.6151527405982163e-12,9.295957951590866e-12,8.693301721319437e-11
sub-058,T4,5.265941458903266e-12,1.1716403531536942e-12,9.453743881902493e-12,8.794871361095483e-11
sub-058,T5,1.4171374763141898e-11,1.4866693715442054e-12,9.375461488583423e-12,8.681247067593903e-11
sub-058,T6,1.7891850041519407e-11,1.6115355530427137e-12,1.0764390499314558e-11,8.887763564243047e-11
sub-058,Fz,5.732388265894534e-12,1.1617115210877279e-12,8.69366198408655e-12,8.653961724228217e-11
sub-058,Cz,3.4772434498889827e-12,9.67236653650053e-13,8.443494790833989e-12,8.670216863412057e-11
sub-058,Pz,3.4855182859931917e-12,7.607644504128567e-13,8.482335167443514e-12,8.65864895444165e-11
sub-059,Fp1,3.0376948139278003e-12,1.9549945322794436e-12,1.0098495739693415e-11,9.907732754842388e-11
sub-059,Fp2,2.8796283581856636e-12,9.305596765779442e-13,1.0530878842608345e-11,1.0250955427602632e-10
sub-059,F3,2.5273448458096747e-12,8.787835325791144e-13,9.0551169094834e-12,9.001405945928918e-11
sub-059,F4,2.5198411447916296e-12,6.917311880601132e-13,9.177771076673992e-12,9.022549420820694e-11
sub-059,C3,2.3138910705006704e-12,5.894367853372498e-13,8.820157528395452e-12,8.898417608646248e-11
sub-059,C4,2.290224718964953e-12,5.835313805690128e-13,8.85770568210868e-12,8.863157766340707e-11
sub-059,P3,3.072755360854368e-12,6.239326483756013e-13,9.067536546741993e-12,8.826480418096222e-11
sub-059,P4,2.9362202976002206e-12,6.323728831754884e-13,9.074791792988067e-12,8.860148663629506e-11
sub-059,O1,2.9476789294200558e-12,7.140752867197434e-13,9.283855361895342e-12,8.886062757071241e-11
sub-059,O2,3.0392764705479923e-12,8.336036480575775e-13,9.381040543270909e-12,9.039207040308965e-11
sub-059,F7,2.8364196108401077e-12,1.0431772471203737e-12,9.199634945995601e-12,9.048127020724854e-11
sub-059,F8,2.769414738015484e-12,7.316441724396776e-13,9.36613052244743e-12,9.112593691650487e-11
sub-059,T3,2.7370775509321587e-12,7.708930132046273e-13,9.151291847566926e-12,8.886458337678415e-11
sub-059,T4,2.5806006512005764e-12,8.037194422999778e-13,9.058064714993773e-12,8.857098283809898e-11
sub-059,T5,3.429834958547523e-12,7.54999541270919e-13,9.382087467805136e-12,8.964375554175304e-11
sub-059,T6,3.0943180428116734e-12,8.010339083064949e-13,9.184660788766318e-12,8.868382263355418e-11
sub-059,Fz,2.427429552078268e-12,6.40892902482347e-13,9.050828243102287e-12,8.989332268694599e-11
sub-059,Cz,2.153309768080664e-12,5.553626403730781e-13,8.830136442332107e-12,8.894301532619986e-11
sub-059,Pz,2.7043387263716652e-12,5.757283777992817e-13,8.963088425804922e-12,8.866585275431578e-11
sub-060,Fp1,2.669711710764595e-12,1.0984410095963978e-12,1.0363520767021692e-11,1.2066481256432506e-10
sub-060,Fp2,2.927826946308496e-12,1.3151559593017782e-12,1.0785128494846716e-11,1.3773303046473297e-10
sub-060,F3,2.3749036250220548e-12,8.450357085370419e-13,8.858981249544859e-12,9.120985871707749e-11
sub-060,F4,2.5166985437815728e-12,9.631923276712356e-13,8.916050582303443e-12,9.221899761647919e-11
sub-060,C3,2.2134203939621227e-12,6.73963415297965e-13,8.626419800497528e-12,8.944410093589362e-11
sub-060,C4,2.220922852551931e-12,6.846080415069093e-13,8.590072411312636e-12,9.044705337547488e-11
sub-060,P3,2.6939203190387307e-12,9.200878532935696e-13,9.128620226011434e-12,9.250050254195764e-11
sub-060,P4,2.6061016712678004e-12,8.852773806865247e-13,9.116445409836741e-12,9.399351805379506e-11
sub-060,O1,3.4652791471278826e-12,1.1994523632265958e-12,9.408369708588349e-12,9.324362922966631e-11
sub-060,O2,3.699122142946501e-12,1.2954757229394368e-12,9.797754310728627e-12,9.754013828920489e-11
sub-060,F7,2.4879861871423135e-12,8.865310062299671e-13,9.128232776892328e-12,9.267698385812463e-11
sub-060,F8,2.6438590355121245e-12,1.0159726613359055e-12,9.162163712374796e-12,9.434029848707189e-11
sub-060,T3,2.6799626160246623e-12,1.0023537553850472e-12,9.024589024507648e-12,9.113195184560328e-11
sub-060,T4,2.6234156411255076e-12,9.280702570948614e-13,8.874209103422692e-12,9.08874555178614e-11
sub-060,T5,3.537813697294822e-12,1.1881070469420124e-12,9.349686449953525e-12,9.239913623496637e-11
sub-060,T6,3.443398038858508e-12,1.2161536985071193e-12,9.238271327121982e-12,9.257325237337746e-11
sub-060,Fz,2.4531209691943566e-12,8.045998559328419e-13,8.913457272260776e-12,9.554775389998463e-11
sub-060,Cz,2.204294721079541e-12,6.902002182167369e-13,8.740333011959192e-12,9.137120794482606e-11
sub-060,Pz,2.3951892626409717e-12,7.952749658028387e-13,8.858641058062518e-12,9.17201389060242e-11
sub-061,Fp1,3.3701969208996356e-12,6.993963010351075e-13,1.3030496190199578e-11,2.1140926745751194e-10
sub-061,Fp2,3.7222745163580635e-12,6.718605071827713e-13,1.8225341389327577e-11,2.2515821788111987e-10
sub-061,F3,2.420486237742232e-12,5.644244940326522e-13,8.856550857208194e-12,9.350789166705078e-11
sub-061,F4,2.5338007750180275e-12,6.201038241088479e-13,9.134642653832177e-12,9.536037789401834e-11
sub-061,C3,2.046114036332322e-12,4.798366586140667e-13,8.525924278212877e-12,8.820093189814687e-11
sub-061,C4,2.0685459628905316e-12,4.946020841850162e-13,8.424931057288799e-12,8.793359564793462e-11
sub-061,P3,3.5432597457435118e-12,5.280646061511569e-13,8.761013318063242e-12,8.931246378109424e-11
sub-061,P4,3.741869218978229e-12,5.005191383306866e-13,8.643253725965197e-12,8.901768635185909e-11
sub-061,O1,1.0475605237704713e-11,6.675612208433229e-13,9.258114311377743e-12,9.049623568554058e-11
sub-061,O2,1.1953474855724856e-11,6.799582153531552e-13,9.430500630654908e-12,9.196046695464896e-11
sub-061,F7,2.6284526185972275e-12,6.623658317198218e-13,9.101364195344956e-12,9.832206842395772e-11
sub-061,F8,3.1244674455862148e-12,8.601696667533843e-13,1.0837534953718033e-11,1.0826420714981157e-10
sub-061,T3,2.5435947069248216e-12,6.609349724275939e-13,8.889404190354487e-12,8.970887256946236e-11
sub-061,T4,2.782569577317639e-12,7.437737806917191e-13,8.725191644025845e-12,8.881615254538909e-11
sub-061,T5,5.161916951593372e-12,6.475524475529424e-13,9.107770848561726e-12,8.992860587089118e-11
sub-061,T6,7.93035473962096e-12,6.388195694308919e-13,9.089220325453624e-12,9.001967446121059e-11
sub-061,Fz,2.4628331194680747e-12,4.656154589482176e-13,8.761895534868672e-12,9.118838389653584e-11
sub-061,Cz,2.098452017736165e-12,4.48325738682621e-13,8.514937482622348e-12,8.782858339801095e-11
sub-061,Pz,3.505116743388387e-12,4.952780270096881e-13,8.704620275321546e-12,8.874839688494527e-11
sub-062,Fp1,7.61777375719876e-12,1.247821290237899e-12,1.179560483583478e-11,1.009960629111247e-10
sub-062,Fp2,7.030118428962757e-12,1.485166213316999e-12,9.59819126254757e-12,8.998303450232887e-11
sub-062,F3,5.2873069169753576e-12,7.933492012049037e-13,9.006183358949191e-12,8.214727303381514e-11
sub-062,F4,4.6492037030536646e-12,7.943756371909438e-13,9.061091586014297e-12,8.21283713712238e-11
sub-062,C3,2.9439988713682875e-12,5.731546920562342e-13,8.51052202100103e-12,8.064797059040132e-11
sub-062,C4,2.868589315122965e-12,5.743468405227738e-13,8.666907358502125e-12,8.104263811698059e-11
sub-062,P3,1.1973428443729638e-11,7.822469566199488e-13,9.387722925933195e-12,8.361847105638033e-11
sub-062,P4,1.3661368677838395e-11,7.964574546374172e-13,9.224775122147023e-12,8.167347821061317e-11
sub-062,O1,2.956056179988652e-11,1.0081536453634757e-12,1.0784637906652738e-11,8.707250350751171e-11
sub-062,O2,3.013714402515475e-11,1.1572459919774833e-12,1.2557632046822466e-11,1.0137604968211662e-10
sub-062,F7,5.601449093853713e-12,7.997494666380941e-13,9.827053601647489e-12,8.25628152835621e-11
sub-062,F8,5.908736861956737e-12,8.098810823004366e-13,9.588376557244659e-12,8.296367431657923e-11
sub-062,T3,6.4067714475785194e-12,7.880542722425639e-13,9.992829009157055e-12,8.364676514399882e-11
sub-062,T4,7.990514785720079e-12,9.755267116154662e-13,1.1885133014941015e-11,1.0024527382639079e-10
sub-062,T5,2.7836275645943343e-11,1.0824930828377493e-12,1.0638942626604184e-11,8.380203747653436e-11
sub-062,T6,1.9188204160550717e-11,9.569769870583557e-13,1.089303568112249e-11,9.235348047604027e-11
sub-062,Fz,5.923937225071489e-12,6.794092241844313e-13,9.118179090897157e-12,8.252623157218817e-11
sub-062,Cz,3.651631393094519e-12,6.631693318218951e-13,9.625687151922752e-12,8.822189803785988e-11
sub-062,Pz,1.0926122404800115e-11,7.171472257534948e-13,9.134740117962206e-12,8.17671287700185e-11
sub-063,Fp1,2.8134269177401915e-12,7.414564891116453e-13,9.590610310089386e-12,8.124243081876373e-11
sub-063,Fp2,2.759198011810249e-12,7.423023795474492e-13,9.597507984785684e-12,8.28307728069873e-11
sub-063,F3,2.6027550555522322e-12,6.810793076415675e-13,9.212894135095826e-12,7.901963975775049e-11
sub-063,F4,2.5581995197972725e-12,6.679044815281335e-13,9.207449675326861e-12,8.011522945287877e-11
sub-063,C3,2.4319545039745064e-12,5.991058630703359e-13,9.014678515546872e-12,7.876406331463952e-11
sub-063,C4,2.3845352375984938e-12,6.161802871560833e-13,8.957945977535171e-12,7.93793858956989e-11
sub-063,P3,3.130042176097007e-12,7.748538226663636e-13,9.194198391306632e-12,7.960158403237026e-11
sub-063,P4,3.290618003914865e-12,6.829726550299644e-13,9.133862404412e-12,8.047379415247526e-11
sub-063,O1,6.456346414031186e-12,9.476163655267608e-13,9.783783120241213e-12,8.147151731129033e-11
sub-063,O2,8.238858064703121e-12,9.54267187213074e-13,1.0047614680818513e-11,8.31807999816673e-11
sub-063,F7,3.1921368223729337e-12,8.560996953766946e-13,9.736610959190831e-12,8.147424281227631e-11
sub-063,F8,2.9846500187511927e-12,9.334911178180045e-13,9.728556777284288e-12,8.361061960251372e-11
sub-063,T3,3.4029621670275294e-12,8.624767176662738e-13,1.0028738461680778e-11,8.240845895822634e-11
sub-063,T4,3.1831674027856484e-12,1.0298111382846473e-12,9.588012025529875e-12,8.173623965882461e-11
sub-063,T5,4.9427768232193724e-12,9.293359888821211e-13,9.600269327101859e-12,7.973192841341265e-11
sub-063,T6,4.953941338177031e-12,8.263491065469197e-13,9.45637129949892e-12,8.185493464120196e-11
sub-063,Fz,2.5743161043555515e-12,6.271338193639389e-13,9.153801561947662e-12,7.915719046538895e-11
sub-063,Cz,2.4172060352778804e-12,5.876833579049763e-13,9.037805733221705e-12,7.957570894924565e-11
sub-063,Pz,2.9370022085216342e-12,6.527124436644339e-13,9.223011222101893e-12,8.030675490606306e-11
sub-064,Fp1,1.558322223573704e-11,1.849511158374847e-12,1.6339971080373587e-11,1.601056466612222e-10
sub-064,Fp2,1.5726918991165694e-11,1.692289400434076e-12,1.6109890732721005e-11,1.6065223195620043e-10
sub-064,F3,1.2271658285769861e-11,1.6774005978592627e-12,1.107889248456774e-11,1.003680713278922e-10
sub-064,F4,1.3185488960904986e-11,1.676904157607036e-12,1.1806790903641677e-11,1.0885321835854923e-10
sub-064,C3,7.425387079073297e-12,1.1294127142911795e-12,1.0329855804306006e-11,9.552613032936274e-11
sub-064,C4,7.0176974449157635e-12,1.1248469251491791e-12,1.014109532225687e-11,9.613904508954371e-11
sub-064,P3,2.6623800179877814e-11,1.841619448380835e-12,1.1914472057674516e-11,9.954288336599489e-11
sub-064,P4,2.0065563256418868e-11,1.7372248976065898e-12,1.1251866843394653e-11,9.750089316459114e-11
sub-064,O1,4.9012489470160913e-11,2.029717090833252e-12,1.37472344869177e-11,1.0379772951757671e-10
sub-064,O2,7.45869941073352e-11,2.469538501918048e-12,1.493331474564414e-11,1.0408666958547259e-10
sub-064,F7,1.3389703792818548e-11,1.792554557706759e-12,1.19930068034451e-11,1.0712853394748047e-10
sub-064,F8,1.4111466167154337e-11,1.668406792430762e-12,1.246299089493006e-11,1.1486163154527888e-10
sub-064,T3,1.61520068413021e-11,1.71727423425675e-12,1.1544881625574967e-11,9.942527994525477e-11
sub-064,T4,1.283208526343562e-11,1.8162331672045334e-12,1.168847103529116e-11,1.0425779903615074e-10
sub-064,T5,8.67041760375655e-11,2.925145057740082e-12,1.5983177404894655e-11,1.0379091074090726e-10
sub-064,T6,3.982081192745695e-11,1.950711173832584e-12,1.2715824991083807e-11,1.0112678226042111e-10
sub-064,Fz,1.3660133254734393e-11,1.2701643624084903e-12,1.1024091045798513e-11,9.985749028722999e-11
sub-064,Cz,8.841298591485966e-12,1.361688302438517e-12,1.0285359685352012e-11,9.649608934874646e-11
sub-064,Pz,1.8231493027134807e-11,1.583043105650311e-12,1.1008778801188198e-11,9.88978031955188e-11
sub-065,Fp1,2.6828152478583096e-12,1.324782440401727e-12,1.1494459010906513e-11,1.2311249802207932e-10
sub-065,Fp2,2.640903035560888e-12,1.049362163248821e-12,1.2335630129600064e-11,1.2936069643841226e-10
sub-065,F3,2.2165759066942567e-12,8.174347632488505e-13,8.79607427513207e-12,9.220430096828757e-11
sub-065,F4,2.2041513635247274e-12,7.552901925320467e-13,8.858908265968767e-12,9.261453192652745e-11
sub-065,C3,2.0749070142546124e-12,5.764449133882147e-13,8.341718571964197e-12,8.761301885101593e-11
sub-065,C4,2.0478106573892653e-12,5.749099735818206e-13,8.475035584233304e-12,8.847749584208073e-11
sub-065,P3,3.0778366078122614e-12,7.174845629978071e-13,8.549346964894991e-12,8.881906799419966e-11
sub-065,P4,2.6922013574828274e-12,6.300799659613677e-13,8.527013399671784e-12,8.898215470151067e-11
sub-065,O1,6.430356068378102e-12,9.43051980448142e-13,8.976317797889731e-12,9.043170742219763e-11
sub-065,O2,5.752470699522066e-12,9.290630440047884e-13,9.010137446715392e-12,9.110851001950099e-11
sub-065,F7,2.5884498129055635e-12,1.0720548159069132e-12,9.138311794592428e-12,9.59237592148427e-11
sub-065,F8,2.543936026320171e-12,1.103929025340522e-12,9.38054632190865e-12,9.68110874590772e-11
sub-065,T3,2.9230192666530967e-12,9.208874800717407e-13,9.008355984319277e-12,9.144439134132573e-11
sub-065,T4,2.927970779196664e-12,1.1435629234593132e-12,9.124822328288509e-12,9.111841552485303e-11
sub-065,T5,6.6448744321090974e-12,1.031558055000838e-12,9.012765083683799e-12,8.998946570135057e-11
sub-065,T6,5.703425291168047e-12,9.155647807087084e-13,8.941249823945613e-12,9.02659892510465e-11
sub-065,Fz,2.128950492118183e-12,5.698765690062341e-13,8.830793178020833e-12,9.284811969190562e-11
sub-065,Cz,2.0386338453123743e-12,5.259276483450033e-13,8.409851068974453e-12,8.825352811933627e-11
sub-065,Pz,2.7088135313660927e-12,6.179611053088466e-13,8.54621311066218e-12,8.905480871190948e-11
sub-066,Fp1,4.491975549573285e-12,7.924878354144553e-13,1.6168221299948487e-11,1.4765143933910237e-10
sub-066,Fp2,4.927254988581537e-12,9.229451423666445e-13,1.748784697816781e-11,1.5621598095659474e-10
sub-066,F3,4.317308073651883e-12,6.99559052602774e-13,1.249124170260522e-11,1.0241785080112182e-10
sub-066,F4,4.791341337330152e-12,6.818217975422834e-13,1.3448102016915633e-11,9.442491751075939e-11
sub-066,C3,3.031951364817465e-12,5.656767806458035e-13,1.0708689106211325e-11,8.311845343598185e-11
sub-066,C4,3.0234792324412735e-12,5.430864873072043e-13,1.0643939708323742e-11,8.19385427922124e-11
sub-066,P3,4.467839431554606e-12,6.190803057180323e-13,1.3966452178837048e-11,8.907245802929935e-11
sub-066,P4,4.099819547569722e-12,5.858554859316903e-13,1.1622253616716619e-11,8.940970681492365e-11
sub-066,O1,6.63833849521783e-12,7.00640533287633e-13,1.8184612539047483e-11,9.767522975085508e-11
sub-066,O2,6.0810761315350685e-12,6.547340550526608e-13,1.516056318568757e-11,9.549136859557195e-11
sub-066,F7,3.991468345775455e-12,7.721332903110705e-13,1.3222642614445864e-11,1.0120407307882844e-10
sub-066,F8,4.376816915461966e-12,7.439101904464077e-13,1.4076474652488656e-11,9.927176021381092e-11
sub-066,T3,4.219842027919723e-12,1.3520498701587522e-12,1.3563860915384324e-11,9.076318645047364e-11
sub-066,T4,4.315665628637076e-12,7.767247667765017e-13,1.394033884580209e-11,9.474378560628606e-11
sub-066,T5,5.5955944396891195e-12,7.145562027626774e-13,1.7172150291069236e-11,9.183859463399202e-11
sub-066,T6,5.2295760332028595e-12,6.863520544595625e-13,1.4511814966898498e-11,9.4210727911639e-11
sub-066,Fz,4.215416565728228e-12,6.09007802511944e-13,1.1761765648461798e-11,9.887609156221808e-11
sub-066,Cz,3.38109839638441e-12,6.305218724643932e-13,9.73589177160486e-12,8.359490615355274e-11
sub-066,Pz,4.459631820338461e-12,6.059704149774602e-13,1.2163036384005052e-11,9.239178792884014e-11
sub-067,Fp1,1.1051153871290696e-11,1.5203549559393488e-11,1.571375989355305e-11,1.325576668827437e-10
sub-067,Fp2,7.66304714019528e-12,5.483939904640342e-12,1.5918276043816967e-11,1.4360419865594151e-10
sub-067,F3,5.376268646396597e-12,6.193432800124133e-12,9.054695881029883e-12,8.453965317241242e-11
sub-067,F4,4.113754684757162e-12,2.570895700501139e-12,8.951362348290866e-12,8.35430766154921e-11
sub-067,C3,3.0213807868767548e-12,1.1174212689014468e-12,8.327771344669364e-12,8.004899234890482e-11
sub-067,C4,3.155712982218238e-12,1.120345151586542e-12,8.097666853833406e-12,7.972984309188171e-11
sub-067,P3,3.764139926701887e-12,1.2270032076880256e-12,9.398265831821273e-12,9.193574526270203e-11
sub-067,P4,5.312447663170135e-12,1.0832276060785342e-12,8.39519268241169e-12,8.174648605347056e-11
sub-067,O1,5.258137206120498e-12,1.2491443537659602e-12,1.3896645068012215e-11,1.4651520783511765e-10
sub-067,O2,5.0082376637822955e-12,1.1119196924978798e-12,9.612283299099528e-12,9.425024288738222e-11
sub-067,F7,9.510216701552476e-12,2.5454792910910226e-12,1.013149136102108e-11,8.80611298560036e-11
sub-067,F8,6.708036459342187e-12,2.881221188436525e-12,9.57744944832156e-12,8.646016279323799e-11
sub-067,T3,8.681505910591634e-12,1.120793969213539e-11,9.6866376625187e-12,8.670174211026096e-11
sub-067,T4,9.702438075941342e-12,2.5535096745469966e-11,9.67308417080201e-12,8.293571103428757e-11
sub-067,T5,5.390502716049676e-12,1.7896752681859295e-12,9.112109428004574e-12,8.382174078288546e-11
sub-067,T6,5.833433986554756e-12,2.0018123295625785e-12,8.459304115734833e-12,8.092828224481428e-11
sub-067,Fz,4.24265333576013e-12,1.7045939687598674e-12,8.91508986208262e-12,8.504637133008622e-11
sub-067,Cz,2.475403051937201e-12,9.27562862439404e-13,8.162804193475433e-12,8.011570413550126e-11
sub-067,Pz,3.4350292008383384e-12,8.475206266309237e-13,8.215971408369267e-12,7.992654749405646e-11
sub-068,Fp1,3.4589478553491717e-12,7.244963763481588e-13,1.0205317336017866e-11,1.0161619371770144e-10
sub-068,Fp2,3.404235509870823e-12,7.027391601409695e-13,9.652255964118275e-12,9.794875386696273e-11
sub-068,F3,2.98509974154616e-12,6.286898309546773e-13,8.689980833071542e-12,9.087009697335845e-11
sub-068,F4,2.849722583915218e-12,6.039718355994597e-13,8.59862815433679e-12,9.104570183746215e-11
sub-068,C3,2.4664994605779454e-12,5.247857561557733e-13,8.396466891590771e-12,8.888591873339695e-11
sub-068,C4,2.5775034318618867e-12,5.176241155975484e-13,8.260606454055266e-12,8.873110427491016e-11
sub-068,P3,3.466134530422146e-12,5.562616666229733e-13,8.529421518913377e-12,8.877670590602333e-11
sub-068,P4,4.604414122469983e-12,5.820684488925696e-13,8.609190819876799e-12,8.94366691893373e-11
sub-068,O1,5.179217293946206e-12,6.143602020868876e-13,9.058433842347156e-12,8.961633852663275e-11
sub-068,O2,5.5650205307498394e-12,6.449628471296831e-13,9.578793843571546e-12,9.607765669305599e-11
sub-068,F7,3.414186433547053e-12,7.655801623223302e-13,8.822944208077697e-12,9.106881284592199e-11
sub-068,F8,2.9488748246405837e-12,5.861559104004192e-13,8.64079176568134e-12,9.046017473311734e-11
sub-068,T3,4.24423544364276e-12,7.772321549891935e-13,8.794562749119888e-12,8.962482492621677e-11
sub-068,T4,3.2591833445491037e-12,5.867928445102188e-13,8.569065062752245e-12,8.934548910174719e-11
sub-068,T5,8.688598464351755e-12,6.973872541678845e-13,9.259591471852914e-12,9.003149459366156e-11
sub-068,T6,7.314337518313572e-12,6.326123762748469e-13,8.940662698280018e-12,9.043779878815785e-11
sub-068,Fz,2.9722756741508376e-12,5.56693834122199e-13,8.663005213548899e-12,9.018241985432597e-11
sub-068,Cz,2.4668905382439065e-12,5.055115736181273e-13,8.393455740510989e-12,8.9206745379631e-11
sub-068,Pz,3.0597528211814727e-12,5.002157490334528e-13,8.428096110498321e-12,8.895927431811845e-11
sub-069,Fp1,7.487512383992758e-12,1.433205645481922e-12,1.866497379664946e-11,1.1778357259346373e-10
sub-069,Fp2,6.7206091761570745e-12,1.5233378571334527e-12,1.8433664348070115e-11,1.0249874139409597e-10
